pokemon_form_id,slot,ability_id,is_hidden
705,2,93,f
705,3,183,t
706,1,157,f
706,2,93,f
706,3,183,t
707,1,158,f
707,3,170,t
708,1,30,f
708,2,119,f
708,3,139,t
709,1,30,f
709,2,119,f
709,3,139,t
710,1,53,f
710,2,119,f
710,3,15,t
711,1,53,f
711,2,119,f
711,3,15,t
712,1,115,f
712,2,20,f
712,3,5,t
713,1,115,f
713,2,20,f
713,3,5,t
714,1,151,f
714,2,119,f
714,3,140,t
715,1,151,f
715,2,119,f
715,3,140,t
716,1,187,f
717,1,186,f
718,1,188,f
10001,1,26,f
10002,1,26,f
10003,1,26,f
10004,1,26,f
10005,1,26,f
10006,1,26,f
10007,1,26,f
10008,1,26,f
10009,1,26,f
10010,1,26,f
10011,1,26,f
10012,1,26,f
10013,1,26,f
10014,1,26,f
10015,1,26,f
10016,1,26,f
10017,1,26,f
10018,1,26,f
10019,1,26,f
10020,1,26,f
10021,1,26,f
10022,1,26,f
10023,1,26,f
10024,1,26,f
10025,1,26,f
10026,1,26,f
10027,1,26,f
10028,1,59,f
10029,1,59,f
10030,1,59,f
10031,1,46,f
10032,1,46,f
10033,1,46,f
10034,1,61,f
10034,3,142,t
10035,1,61,f
10035,3,142,t
10036,1,107,f
10036,3,142,t
10037,1,107,f
10037,3,142,t
10038,1,122,f
10039,1,60,f
10039,2,114,f
10039,3,159,t
10040,1,60,f
10040,2,114,f
10040,3,159,t
10041,1,26,f
10042,1,26,f
10043,1,26,f
10044,1,26,f
10045,1,26,f
10046,1,26,f
10046,3,26,t
10047,1,32,f
10048,1,121,f
10049,1,121,f
10050,1,121,f
10051,1,121,f
10052,1,121,f
10053,1,121,f
10054,1,121,f
10055,1,121,f
10056,1,121,f
10057,1,121,f
10058,1,121,f
10059,1,121,f
10060,1,121,f
10061,1,121,f
10062,1,121,f
10063,1,121,f
10064,1,121,f
10065,1,69,f
10065,2,91,f
10065,3,104,t
10066,1,125,f
10066,3,161,t
10067,1,34,f
10067,2,157,f
10067,3,32,t
10068,1,34,f
10068,2,157,f
10068,3,32,t
10069,1,34,f
10069,2,157,f
10069,3,32,t
10070,1,34,f
10070,2,157,f
10070,3,32,t
10071,1,34,f
10071,2,157,f
10071,3,32,t
10072,1,34,f
10072,2,157,f
10072,3,32,t
10073,1,144,f
10073,3,144,t
10074,1,10,f
10074,3,10,t
10075,1,22,f
10075,3,22,t
10076,1,164,f
10077,1,163,f
10078,1,154,f
10079,1,32,f
10080,1,88,f
10081,1,88,f
10082,1,88,f
10083,1,88,f
10084,1,14,f
10084,2,19,f
10084,3,132,t
10085,1,14,f
10085,2,19,f
10085,3,132,t
10086,1,14,f
10086,2,19,f
10086,3,132,t
10087,1,14,f
10087,2,19,f
10087,3,132,t
10088,1,14,f
10088,2,19,f
10088,3,132,t
10089,1,14,f
10089,2,19,f
10089,3,132,t
10090,1,14,f
10090,2,19,f
10090,3,132,t
10091,1,14,f
10091,2,19,f
10091,3,132,t
10092,1,14,f
10092,2,19,f
10092,3,132,t
10093,1,14,f
10093,2,19,f
10093,3,132,t
10094,1,14,f
10094,2,19,f
10094,3,132,t
10095,1,14,f
10095,2,19,f
10095,3,132,t
10096,1,14,f
10096,2,19,f
10096,3,132,t
10097,1,14,f
10097,2,19,f
10097,3,132,t
10098,1,14,f
10098,2,19,f
10098,3,132,t
10099,1,14,f
10099,2,19,f
10099,3,132,t
10100,1,14,f
10100,2,19,f
10100,3,132,t
10101,1,166,f
10101,3,180,t
10102,1,166,f
10102,3,180,t
10103,1,166,f
10103,3,180,t
10104,1,166,f
10104,3,180,t
10105,1,166,f
10105,3,180,t
10106,1,166,f
10106,3,180,t
10107,1,166,f
10107,3,180,t
10108,1,166,f
10108,3,180,t
10109,1,166,f
10109,3,180,t
10110,1,166,f
10110,3,180,t
10111,1,166,f
10111,3,180,t
10112,1,166,f
10112,3,180,t
10113,1,169,f
10114,1,169,f
10115,1,169,f
10116,1,169,f
10117,1,169,f
10118,1,169,f
10119,1,169,f
10120,1,169,f
10121,1,169,f
10122,1,51,f
10122,2,151,f
10122,3,158,t
10123,1,176,f
10124,1,53,f
10124,2,119,f
10124,3,15,t
10125,1,53,f
10125,2,119,f
10125,3,15,t
10126,1,53,f
10126,2,119,f
10126,3,15,t
10127,1,53,f
10127,2,119,f
10127,3,15,t
10128,1,53,f
10128,2,119,f
10128,3,15,t
10129,1,53,f
10129,2,119,f
10129,3,15,t
10130,1,187,f
10131,1,47,f
10131,3,47,t
10132,1,181,f
10132,3,181,t
10133,1,70,f
10133,3,70,t
10134,1,178,f
10134,3,178,t
10135,1,36,f
10135,2,36,f
10135,3,36,t
10136,1,23,f
10137,1,184,f
10137,2,184,f
10137,3,184,t
10138,1,185,f
10138,2,185,f
10138,3,185,t
10139,1,104,f
10139,3,104,t
10140,1,181,f
10140,2,181,f
10140,3,181,t
10141,1,80,f
10141,3,80,t
10142,1,15,f
10142,3,15,t
10143,1,104,f
10143,3,104,t
10144,1,101,f
10144,2,101,f
10144,3,101,t
10145,1,92,f
10145,2,92,f
10145,3,92,t
10146,1,94,f
10146,2,94,f
10146,3,94,t
10147,1,45,f
10147,3,45,t
10148,1,3,f
10148,3,3,t
10149,1,182,f
10149,2,182,f
10149,3,182,t
10150,1,37,f
10150,2,37,f
10150,3,37,t
10151,1,111,f
10151,2,111,f
10151,3,111,t
10152,1,74,f
10152,3,74,t
10153,1,22,f
10153,2,22,f
10153,3,22,t
10154,1,158,f
10154,2,158,f
10154,3,158,t
10155,1,156,f
10155,2,156,f
10155,3,156,t
10156,1,159,f
10156,3,159,t
10157,1,91,f
10157,2,91,f
10157,3,91,t
10158,1,117,f
10158,3,117,t
20001,1,64,f
20001,2,104,f
20002,1,39,f
20002,2,104,f
20003,1,67,f
20004,1,67,f
20005,1,67,f
20006,1,11,f
20007,1,26,f
20007,2,7,f
20008,1,26,f
20008,2,7,f
20009,1,26,f
20009,2,7,f
20010,1,113,f
20010,2,107,f
20011,1,39,f
20012,1,39,f
20013,1,39,f
20014,1,4,f
20014,2,83,f
20015,1,46,f
20016,1,46,f
20017,1,51,f
20017,2,53,f
20018,1,34,f
20018,2,32,f
20019,1,34,f
20019,2,32,f
20020,1,107,f
20020,2,113,f
20021,1,107,f
20021,2,113,f
20022,1,107,f
20022,2,113,f
20023,1,18,f
20023,2,56,f
20024,1,18,f
20024,2,56,f
20025,1,1,f
20025,2,109,f
20026,1,1,f
20026,2,109,f
20027,1,116,f
20027,2,24,f
20028,1,116,f
20028,2,24,f
20029,1,116,f
20029,2,24,f
20030,1,40,f
20031,1,106,f
20031,2,73,f
20032,1,32,f
20032,2,8,f
20033,1,32,f
20033,2,8,f
20034,1,115,f
20034,2,18,f
20035,1,115,f
20035,2,18,f
